efSearch,search_time,accuracy
20,0.0008835792541503906,1.0
20,0.0007729530334472656,0.0
20,0.0007176399230957031,1.0
20,0.0007445812225341797,1.0
20,0.0012335777282714844,1.0
20,0.0012784004211425781,0.0
20,0.000980377197265625,1.0
20,0.0008141994476318359,1.0
20,0.0008752346038818359,0.0
20,0.0007750988006591797,1.0
20,0.0008213520050048828,1.0
20,0.0007700920104980469,1.0
20,0.0008168220520019531,0.8
20,0.0007467269897460938,1.0
20,0.0013127326965332031,1.0
20,0.0013875961303710938,1.0
20,0.0009331703186035156,0.8
20,0.0008032321929931641,1.0
20,0.0009951591491699219,1.0
20,0.0010318756103515625,1.0
20,0.000789642333984375,1.0
20,0.0007383823394775391,1.0
20,0.0007774829864501953,1.0
20,0.0009098052978515625,1.0
20,0.0009133815765380859,1.0
20,0.0008604526519775391,0.0
20,0.0007171630859375,1.0
20,0.0007028579711914062,1.0
20,0.0007958412170410156,1.0
20,0.0008127689361572266,1.0
20,0.0007357597351074219,1.0
20,0.0008351802825927734,1.0
20,0.0007338523864746094,1.0
20,0.0007293224334716797,1.0
